0, 100%
1, 99.7916667%
2, 99.5833334%
3, 99.3750001%
4, 99.1666668%
5, 98.9583334%
6, 98.7500001%
7, 98.5416667%
8, 98.3333334%
9, 98.1250001%
10, 97.9166668%
11, 97.7083334%
12, 97.5000001%
13, 97.2916667%
14, 97.0833334%
15, 96.8750001%
16, 96.6666668%
17, 96.4583334%
18, 96.2500001%
19, 96.0416667%
20, 95.8333334%
21, 95.625%
22, 95.4166667%
23, 95.2083334%
24, 95.0000001%
25, 94.7916668%
26, 94.5833334%
27, 94.3750001%
28, 94.1666667%
29, 93.9583334%
30, 93.7500001%
31, 93.5416668%
32, 93.3333334%
33, 93.1250001%
34, 92.9166667%
35, 92.7083334%
36, 92.5000001%
37, 92.2916668%
38, 92.0833334%
39, 91.8750001%
40, 91.6666667%
41, 91.4583334%
42, 91.25%
43, 91.0416667%
44, 90.8333334%
45, 90.6250001%
46, 90.4166668%
47, 90.2083334%
48, 90.0000001%
49, 89.7916667%
50, 89.5833334%
51, 89.3750001%
52, 89.1666668%
53, 88.9583334%
54, 88.7500001%
55, 88.5416667%
56, 88.3333334%
57, 88.1250001%
58, 87.9166668%
59, 87.7083334%
60, 87.5000001%
61, 87.2916667%
62, 87.0833334%
63, 86.875%
64, 86.6666667%
65, 86.4583334%
66, 86.2500001%
67, 86.0416668%
68, 85.8333334%
69, 85.6250001%
70, 85.4166667%
71, 85.2083334%
72, 85.0000001%
73, 84.7916668%
74, 84.5833334%
75, 84.3750001%
76, 84.1666667%
77, 83.9583334%
78, 83.7500001%
79, 83.5416668%
80, 83.3333334%
81, 83.1250001%
82, 82.9166667%
83, 82.7083334%
84, 82.5%
85, 82.2916667%
86, 82.0833334%
87, 81.8750001%
88, 81.6666668%
89, 81.4583334%
90, 81.2500001%
91, 81.0416667%
92, 80.8333334%
93, 80.6250001%
94, 80.4166668%
95, 80.2083334%
96, 80.0000001%
97, 79.7916667%
98, 79.5833334%
99, 79.3750001%
100, 79.1666668%
101, 78.9583334%
102, 78.7500001%
103, 78.5416667%
104, 78.3333334%
105, 78.125%
106, 77.9166667%
107, 77.7083334%
108, 77.5000001%
109, 77.2916668%
110, 77.0833334%
111, 76.8750001%
112, 76.6666667%
113, 76.4583334%
114, 76.2500001%
115, 76.0416668%
116, 75.8333334%
117, 75.6250001%
118, 75.4166667%
119, 75.2083334%
120, 75%
121, 74.7916667%
122, 74.5833334%
123, 74.3750001%
124, 74.1666667%
125, 73.9583334%
126, 73.75%
127, 73.5416667%
128, 73.3333334%
129, 73.1250001%
130, 72.9166668%
131, 72.7083334%
132, 72.5000001%
133, 72.2916667%
134, 72.0833334%
135, 71.8750001%
136, 71.6666668%
137, 71.4583334%
138, 71.2500001%
139, 71.0416667%
140, 70.8333334%
141, 70.625%
142, 70.4166667%
143, 70.2083334%
144, 70.0000001%
145, 69.7916667%
146, 69.5833334%
147, 69.375%
148, 69.1666667%
149, 68.9583334%
150, 68.7500001%
151, 68.5416668%
152, 68.3333334%
153, 68.1250001%
154, 67.9166667%
155, 67.7083334%
156, 67.5000001%
157, 67.2916668%
158, 67.0833334%
159, 66.8750001%
160, 66.6666667%
161, 66.4583334%
162, 66.25%
163, 66.0416667%
164, 65.8333334%
165, 65.6250001%
166, 65.4166667%
167, 65.2083334%
168, 65%
169, 64.7916667%
170, 64.5833334%
171, 64.3750001%
172, 64.1666668%
173, 63.9583334%
174, 63.7500001%
175, 63.5416667%
176, 63.3333334%
177, 63.1250001%
178, 62.9166668%
179, 62.7083334%
180, 62.5000001%
181, 62.2916667%
182, 62.0833334%
183, 61.875%
184, 61.6666667%
185, 61.4583334%
186, 61.2500001%
187, 61.0416667%
188, 60.8333334%
189, 60.625%
190, 60.4166667%
191, 60.2083334%
192, 60.0000001%
193, 59.7916668%
194, 59.5833334%
195, 59.3750001%
196, 59.1666667%
197, 58.9583334%
198, 58.7500001%
199, 58.5416668%
200, 58.3333334%
201, 58.1250001%
202, 57.9166667%
203, 57.7083334%
204, 57.5%
205, 57.2916667%
206, 57.0833334%
207, 56.8750001%
208, 56.6666667%
209, 56.4583334%
210, 56.25%
211, 56.0416667%
212, 55.8333334%
213, 55.6250001%
214, 55.4166668%
215, 55.2083334%
216, 55.0000001%
217, 54.7916667%
218, 54.5833334%
219, 54.3750001%
220, 54.1666668%
221, 53.9583334%
222, 53.7500001%
223, 53.5416667%
224, 53.3333334%
225, 53.125%
226, 52.9166667%
