0, 9.9999981%
1, 8.6118238%
2, 7.55656%
3, 6.7272716%
4, 6.0583932%
5, 5.5074866%
6, 5.0458708%
7, 4.6534645%
8, 4.3157888%
9, 4.0221395%
10, 3.7644336%
11, 3.536452%
12, 3.3333328%
13, 3.151219%
14, 2.9870125%
15, 2.8381958%
16, 2.7027022%
17, 2.5788193%
18, 2.4651158%
19, 2.3603868%
20, 2.2636099%
21, 2.1739126%
22, 2.0905456%
23, 2.0128614%
24, 1.9402982%
25, 1.8723657%
26, 1.8086344%
27, 1.7487263%
28, 1.6923074%
29, 1.6390814%
30, 1.5887848%
31, 1.5411821%
32, 1.4960627%
33, 1.4532371%
34, 1.4125348%
35, 1.3738017%
36, 1.3368981%
37, 1.3016976%
38, 1.2680849%
39, 1.2359548%
40, 1.2052115%
41, 1.175767%
42, 1.1475408%
43, 1.1204587%
44, 1.0944526%
45, 1.0694595%
46, 1.0454216%
47, 1.0222849%
48, 0.9999998%
49, 0.9785201%
50, 0.9578029%
51, 0.9378083%
52, 0.9184992%
53, 0.8998408%
54, 0.8818009%
55, 0.8643493%
56, 0.8474575%
57, 0.831099%
58, 0.8152491%
59, 0.7998843%
60, 0.7849828%
61, 0.7705238%
62, 0.756488%
63, 0.742857%
64, 0.7296136%
65, 0.7167415%
66, 0.7042252%
67, 0.6920503%
68, 0.6802029%
69, 0.66867%
70, 0.6574393%
71, 0.646499%
72, 0.635838%
73, 0.6254458%
74, 0.6153122%
75, 0.6054278%
76, 0.5957836%
77, 0.5863707%
78, 0.5771811%
79, 0.5682068%
80, 0.5594404%
81, 0.5508748%
82, 0.5425031%
83, 0.5343188%
84, 0.5263157%
85, 0.5184878%
86, 0.5108295%
87, 0.5033352%
88, 0.4959999%
89, 0.4888184%
90, 0.481786%
91, 0.4748981%
92, 0.4681503%
93, 0.4615384%
94, 0.4550582%
95, 0.4487059%
96, 0.4424778%
97, 0.4363702%
98, 0.4303796%
99, 0.4245029%
100, 0.4187366%
101, 0.4130778%
102, 0.4075234%
103, 0.4020706%
104, 0.3967167%
105, 0.391459%
106, 0.3862948%
107, 0.3812218%
108, 0.3762375%
109, 0.3713397%
110, 0.366526%
111, 0.3617944%
112, 0.3571428%
113, 0.3525691%
114, 0.3480714%
115, 0.3436479%
116, 0.3392966%
117, 0.335016%
118, 0.3308042%
119, 0.3266596%
120, 0.3225806%
121, 0.3185656%
122, 0.3146133%
123, 0.310722%
124, 0.3068905%
125, 0.3031173%
126, 0.2994011%
127, 0.2957407%
128, 0.2921347%
129, 0.2885821%
130, 0.2850816%
131, 0.281632%
132, 0.2782323%
133, 0.2748814%
134, 0.2715783%
135, 0.2683219%
136, 0.2651113%
137, 0.2619454%
138, 0.2588235%
139, 0.2557444%
140, 0.2527075%
141, 0.2497118%
142, 0.2467565%
143, 0.2438407%
144, 0.2409638%
145, 0.2381248%
146, 0.2353232%
147, 0.2325581%
148, 0.2298288%
149, 0.2271346%
150, 0.2244749%
151, 0.2218491%
152, 0.2192564%
153, 0.2166962%
154, 0.214168%
155, 0.2116711%
156, 0.209205%
157, 0.206769%
158, 0.2043627%
159, 0.2019856%
160, 0.199637%
161, 0.1973164%
162, 0.1950235%
163, 0.1927576%
164, 0.1905183%
165, 0.1883052%
166, 0.1861177%
167, 0.1839555%
168, 0.1818181%
169, 0.1797051%
170, 0.177616%
171, 0.1755505%
172, 0.1735082%
173, 0.1714886%
174, 0.1694915%
175, 0.1675163%
176, 0.1655629%
177, 0.1636307%
178, 0.1617195%
179, 0.1598289%
180, 0.1579586%
181, 0.1561083%
182, 0.1542776%
183, 0.1524663%
184, 0.150674%
185, 0.1489004%
186, 0.1471453%
187, 0.1454084%
188, 0.1436893%
189, 0.1419878%
190, 0.1403036%
191, 0.1386365%
192, 0.1369862%
193, 0.1353525%
194, 0.1337351%
195, 0.1321338%
196, 0.1305482%
197, 0.1289783%
198, 0.1274238%
199, 0.1258844%
200, 0.1243599%
201, 0.1228501%
202, 0.1213548%
203, 0.1198738%
204, 0.1184068%
205, 0.1169538%
206, 0.1155144%
207, 0.1140886%
208, 0.112676%
209, 0.1112766%
210, 0.1098901%
211, 0.1085163%
212, 0.1071551%
213, 0.1058064%
214, 0.1044699%
215, 0.1031455%
216, 0.1018329%
217, 0.1005322%
218, 0.099243%
219, 0.0979653%
220, 0.0966988%
221, 0.0954436%
222, 0.0941993%
223, 0.0929658%
224, 0.0917431%
225, 0.0905309%
226, 0.0893292%
227, 0.0881377%
228, 0.0869565%
229, 0.0857852%
230, 0.0846239%
231, 0.0834724%
232, 0.0823305%
233, 0.0811982%
234, 0.0800753%
235, 0.0789617%
236, 0.0778573%
237, 0.076762%
238, 0.0756756%
239, 0.0745981%
240, 0.0735294%
241, 0.0724692%
242, 0.0714177%
243, 0.0703745%
244, 0.0693397%
245, 0.0683131%
246, 0.0672947%
247, 0.0662843%
248, 0.0652819%
249, 0.0642873%
250, 0.0633004%
251, 0.0623212%
252, 0.0613496%
253, 0.0603855%
254, 0.0594289%
255, 0.0584795%
256, 0.0575374%
257, 0.0566024%
258, 0.0556745%
259, 0.0547536%
260, 0.0538396%
261, 0.0529324%
262, 0.052032%
263, 0.0511383%
264, 0.0502512%
265, 0.0493707%
266, 0.0484966%
267, 0.0476289%
268, 0.0467675%
269, 0.0459124%
270, 0.0450635%
271, 0.0442207%
272, 0.0433839%
273, 0.0425531%
274, 0.0417283%
275, 0.0409094%
276, 0.0400962%
277, 0.0392888%
278, 0.038487%
279, 0.0376909%
280, 0.0369003%
281, 0.0361153%
282, 0.0353356%
283, 0.0345614%
284, 0.0337925%
285, 0.0330289%
286, 0.0322705%
287, 0.0315173%
288, 0.0307692%
289, 0.0300262%
290, 0.0292881%
291, 0.0285551%
292, 0.0278269%
293, 0.0271036%
294, 0.0263852%
295, 0.0256715%
296, 0.0249625%
297, 0.0242582%
298, 0.0235585%
299, 0.0228635%
300, 0.0221729%
301, 0.0214869%
302, 0.0208052%
303, 0.020128%
304, 0.0194552%
305, 0.0187867%
306, 0.0181225%
307, 0.0174625%
308, 0.0168067%
309, 0.0161551%
310, 0.0155075%
311, 0.0148641%
312, 0.0142247%
313, 0.0135893%
314, 0.0129579%
315, 0.0123304%
316, 0.0117068%
317, 0.0110871%
318, 0.0104712%
319, 0.009859%
320, 0.0092507%
321, 0.008646%
322, 0.008045%
323, 0.0074477%
324, 0.006854%
325, 0.0062638%
326, 0.0056773%
327, 0.0050942%
328, 0.0045146%
329, 0.0039385%
330, 0.0033658%
331, 0.0027965%
332, 0.0022306%
333, 0.001668%
